data,title
পদ্মা সেতুর আরো কয়েকটি খাম্বা বানানো যাবে,কিছুটা নেতিবাচক
কেউ কি কিছুদিনের মধ্যে ধনী হতে চান তাহলে,নিরপেক্ষ
কোকো কলা রাজনীতি চোদাও নাকি,নিশ্চিত নেতিবাচক
টাকা পয়সা কি কবরে নেয়া জায়,নিরপেক্ষ
দেপুটি স্পিকার ফজলে রাব্বী মিয়া ও এরশাদের আইন প্রতি মন্ত্রী ছিল সুযোগ বুঝে কোপ দিয়া আওয়ামীগে আইসা মোরল সাজছে এলাকার কোন উন্নয়ন তো করেই না হাতিয়ে নিয়েছে কোটি কোটি টাকা জামাই কে বানাইছে ব্যারিস্টার আর ত্যাগী নেতাদের কে বানাইছে বিরীধী,নিশ্চিত নেতিবাচক
আমাদের নারায়ণগঞ্জ সোনারগাঁও এর গর্বজে কে শামীম ওনাকে জুতার মালা দেওয়া হোক,নিশ্চিত নেতিবাচক
নাবা ঠিক আছে বাপের বেটা তুই,নিরপেক্ষ
বেজন্মা অসভ্য সাংবাদিক খানকির বাচ্চাদের হোগার ভিতর লাথি মেরে ভদ্রতা শিখানো উচিত,নিরপেক্ষ
শাক দিয়ে মাছ ঢাকা জাতির কাছে অপরাধ প্রকাশিত হলেই জামাতবিএনপি হয়ে যায় হাস্যকর,নিশ্চিত নেতিবাচক
ভাই ধরা পড়লে যুবদলছাত্রদল বিএনপিজামাত হয়ে যায় এতদিন তো এতদিন তো আওয়ামী লীগ,নিশ্চিত নেতিবাচক
আওয়ামী লীগ নয় এদের বর্তমান ডিজিটাল নাম কুত্তা লীগ তাই এদের ডিজিটাল নামেই ডাকোন,কিছুটা নেতিবাচক
এদের দলনেতা যৌন নেত্রী সেক্সি হাচিনা,নিশ্চিত নেতিবাচক
সে যুবলীগ নকি যুবদল আমরা ভালো করে জানি সে একজন যুবলীগ সে একজন যুবলীগ তার পুটকি দিয়ে ডিম সিদ্ধ করে ঢুকিয়ে দেয়া হোক,নিরপেক্ষ
সরকার এদেরকে কেন ক্রসফায়ার দেয়না এরাত দেশের শত্রু,নিশ্চিত নেতিবাচক
চট্টগ্রাম বিশ্ববিদ্যালয় ছাত্রলীগ দেখুন,নিরপেক্ষ
ধরা পড়লেই যুবদল ছাত্রদল এই সব হয়ে যায়  এর আগেই ঠিকই শেখ হাসিনার প্রিয় সক্রিয় কর্মীই থাকে,নিশ্চিত নেতিবাচক
সময় টিভি দালালি আর কত করবি কর একদিন তোরাও ধরা পড়বি,কিছুটা নেতিবাচক
কুত্তার বাচছা এত গুলো টাকা পায়ছে কই সব চুরির টাকা,নিশ্চিত নেতিবাচক
পুরো দেশটা আওয়ামী লীগ এর হাতে জিম্মি,কিছুটা নেতিবাচক
তাদের হাত থেকে দেশটাকে রক্ষা করতে হবে,নিশ্চিত নেতিবাচক
শিক্ষকের সন্তান,নিশ্চিত ইতিবাচক
ব্যবসা করার বড় লাইসেন্স এখন আমঃলীগ এই সাইনবোর্ডের তকমা গায়ে থাকলেই কোটিপতি সুনিশ্চিত,নিশ্চিত নেতিবাচক
যুবদল কেন বলিস খানকির পোলা সাংবাদিক,নিশ্চিত নেতিবাচক
এদের ক্রসফায়ার দিয়ে সম্পত্তি বােজয়াপ্ত করা হোক,নিরপেক্ষ
এখন ফরিদপুরে দিক নজর দেয়ার দরকার ফরিদপুরে অনেক মাল আছে জিরো থেকে হিরু,কিছুটা নেতিবাচক
এই শাইম্যা যুবদল করতো পরে টাকা খাইয়ে ভোল পাল্টে লীগ সেজে যায় সারা দেশে আওয়ামীলীগ ছাত্রলীগ যুবলীগের কোন্দলের জন্য এই ভাইরাস কাউয়া হাইব্রিডগুলাই দায়ী ওবায়দুল কাদের এসব হারামজাদাদের হাইব্রিড কাউয়া ফার্মের মুরগী ইত্যাদি বলে বিএনপি জামাতিদের বিরাগভাজন হয়েছেন কেননা বিএনপির শয়তানি কৌশল হিসেবেই এরা সুঁচ হয়ে আওয়ামীলীগ ঢুকে ফাল হয়ে বের হবে অথচ ত্যাগী নেতারা খেয়ে না খেয়ে দলের জন্য কাজ করে যায়,নিশ্চিত নেতিবাচক
ধরা খাইলে আর নিজেদের লোক থাকে নাহয়ে যায় বিএনপির লোক আর খুনগুমচাঁদা নেওয়ার সময় ঠিকই আওয়ামী লীগ,নিশ্চিত নেতিবাচক
আওয়ামিলীগ এমন বাইঞ্জত হইছে এখন টাকার বিনিময়ে জামাতিদের ও দলে ভেড়াচ্ছে,নিশ্চিত নেতিবাচক
আমার ইউটিউব চ্যানেলে সবাই জয়েন করুন ভালো ভালো ভিডিও দেখুন মজার মজার ফান দেখুন,কিছুটা ইতিবাচক
সমস্ত সম্পদ জব্দ করা হোক,কিছুটা নেতিবাচক
যুবদল বলে বিএনপি জামাত বানানোর চেষ্টা মিডিয়া তোমরা কম বাইনচোদ,নিরপেক্ষ
সে আগে নারায়ণগনজ এর যুবদল এর নেতা ছিল আওয়ামী লীগ খমতা আসার পর সে আবার আওয়ামী লীগ এ যোগ দেন এখন সে যুবলীগ এর নেতা সরকারের নাম দিয়ে দেশের সম্পদ লুটেপুটে খাইতাছে,নিশ্চিত নেতিবাচক
ভাই সাহেব খবর ভাল করে দেখুন ও শুনুন,কিছুটা নেতিবাচক
এরা মানুষ নামের জানুয়ার যে দল খমতা আসে তখন সেই দল পরিবর্তন করে আগে ছিল যুবদল এখন যুবলীগ মিডিয়া ঠিক আছে আপনার মাথা ঠিক নাই,কিছুটা নেতিবাচক
দলের লেবাস লাগালেই কেউ পার পেয়ে যাবে না,নিশ্চিত ইতিবাচক
এর আসল নাম জিকা ভাইরাস,নিরপেক্ষ
শালা কে দরে ইচ্ছা মতো বানান দেওয়া হোক,কিছুটা নেতিবাচক
এই সমস্ত লোকের একটা বালও ছিরতে পারবেন না কাজেই ফালতু মন্তুব্য না করাই ভাল,নিশ্চিত নেতিবাচক
আগে যুব দল করছে মহানগর নেতা ও হয়,নিরপেক্ষ
আমিও কোন দিন খেলিনি দেখিও নাই,নিরপেক্ষ
ভালোবাসা নিয়ে সুখে থাকুক তারা,কিছুটা ইতিবাচক
ক্রিকেট বোঝেনা এটা একটা অতিরঞ্জিত কথা,কিছুটা নেতিবাচক
খুবই পরিশ্রম করে মনে হচ্ছে লোকটি আর খুবই প্রতিভাবান একজন শিল্পী ভিডিওটি খুবই ভালো লাগলো,কিছুটা ইতিবাচক
আরে উজ্জ্বল ভাই দেখি সময় টিভি তে,কিছুটা ইতিবাচক
ভাই উজ্জল ভাই এর নাম্বার টা দিবেন,নিরপেক্ষ
সময় টিভির কাছে আর কোন নিউজ ছিলনা,নিরপেক্ষ
আমি বর্তমান প্রজন্মকে এগিয়ে আসতে বলবোঅলি গলি পাড়ায় অনেক খেলোয়াড় আছেসবাইর একটু সহযোগিতা কামনা করিকোনো টুর্নামেন্ট বা অনেকগুলো ভ্যাট কিনতে চাইলে অনার সাথে যোগাযোগ করা উচিত,নিরপেক্ষ
খেলা বোঝে না মিথ্যা কথা সে অবশ্যই খেলা হবে অথবা দেখে না হলে কেউ ব্যাড বানাবে কি কারনে,নিরপেক্ষ
বাংলাদেশে এরকম হাজারো যুবক আছে ব্যাট খেলা বূঝে নাএবং দেখেও না,নিশ্চিত নেতিবাচক
আমি নিজেই আমার টিমের সব ব্যাট এই ছেলেটার কাছ থেকে বানিয়ে নিয়ে আসি আমাদের পাশের থানা,নিরপেক্ষ
ভাই ওনার নাম্বারটা একটু দিবেন প্লিজ,নিরপেক্ষ
গ্রামের নাম কি ইসলাপুর নাকি ইসলাম পাড়া,নিরপেক্ষ
চলুন আমরা সবাই ওনার থেকে ব্যাট কিনি ,নিরপেক্ষ
চাচ্ছিকিন্তু নাম্বার নাই,নিরপেক্ষ
যশোর জেলার নরেন্দপুর ইউনিয়ানের নরেন্দপুর গ্রামে আসেন একদিন দেখবেন কতো ব্যাট তৈরির কারখানা প্রতিটা বাড়ি বাড়ি ব্যাট তৈরি করে প্রচুর পরিমানে এখান থেকে বাংলাদেশের সবযাইগাই ব্যাট পাঠানো হই,নিরপেক্ষ
আমি একটা চাই ব্যাট ওনার কাছেকী ভাবে কিনতে পারবোওনার নাম্বারটা দেওয়াযাবে,নিরপেক্ষ
আর কোন খবর নাই নাকি যত সব ফালতু খবর,কিছুটা নেতিবাচক
উনাকে সরকারি সহায়তা করা হোক,কিছুটা ইতিবাচক
পরিশ্রম করলে সফলতা আসবেই,নিরপেক্ষ
ভালো থাকুকসুখে থাকুক ওরা,কিছুটা ইতিবাচক
সময় টিভি মনে হয় নিউজ খোঁজে পায়না,কিছুটা নেতিবাচক
আমার এলাকার ছেলে এটা এনার থেকে আমি একটা ব্যাট নিয়েছিলাম,নিরপেক্ষ
কোন বাসস্টান্ড বিরামপুর লোকাল বাসস্টান্ড আমি দিনাজপুরের নবাবগন্জ থানার ছেলে আমি ব্যাট কিনতে বিরামপুর যাবো বিরামপুর বাসস্টান্ড কিনা বলেন প্লিজ,নিরপেক্ষ
ভাই আমি কিছু ব্যাট দিবো দয়া করে ওনার নাম্বার টা দেন,কিছুটা নেতিবাচক
ভাই অই ভাইয়ের নাম্বার টা দেন একটা ব্যাট কিনবো,নিরপেক্ষ
উনার থেকে আমার একটা বেট লাগবে কিভাবে পেতে পারি,নিরপেক্ষ
এই কারনেই দেশের খেলার এই অবস্থা,নিশ্চিত নেতিবাচক
দেখতে হবে দিনাজপুরের ছেলে,কিছুটা ইতিবাচক
ভাই আমার একটা বেট লাগবে এইটা ইমু ,নিরপেক্ষ
আমার এলাকার ছেলে বলার পর আর কারো উত্তর দিচ্ছেন না কেনো ব্যাটারী লো নাকি,কিছুটা নেতিবাচক
বাংলাদেশের একটা হিন্দু একজন মুসলীম ছাত্রকে মারার সাহস পায় কিভাবে,নিরপেক্ষ
র এর বংলাদেশের বুৃয়েট শাখার প্রধান এজেন্ট হলো অমিত সাহা,নিরপেক্ষ
অমিত সাহা হাছিনা মাহগির এজেন্ট তাই তার নাম আসবে না বোঝতে হবে তদন্ত কর্মকতা একজন হিন্দু নাপিত,কিছুটা নেতিবাচক
অমিত শাহাকে আজ ধরা হয়েছে,নিরপেক্ষ
আমারা পানির পাইনা হাচিনা ভারতে পানি দেয় বজ্ঞবসাগরে তিরে ভারতকে রাডার বসাতে দিতে চায় হাচিনা,কিছুটা নেতিবাচক
অমিত সাহা ইস্কনের সদস্য তারই রুমটি টর্চার সেল হিসেবে ব্যাবহৃত হয় আবরার হত্যায়,কিছুটা নেতিবাচক
অমিত সা ভারতের দালাল তার নাম কি করে আসে ভারত নাখোস হলে খমতা হারাতে হবে,নিশ্চিত নেতিবাচক
ইন্ডিয়ান এজেন্ট দের গ্রেফতার করলে চাকরি থাকবেনা,নিরপেক্ষ
অমিত সাহার নাম নাই কারন সিসি ক্যামেরার ফুটেজে অমিতের ছবি নেই যুক্তি কিন্তু আবরারকে হত্যা করা হয়েছে অমিতের রুমেআর অমিত ম্যাসেঞ্জারে জেনেছিল আবরার বুয়েট হলে আছে কি না সুতরাং অমিত ই হচ্ছে আবরার হত্যার  নাম্বার আসামি,নিরপেক্ষ
অমিত সাহার ফাসি চাইফাসি চাইফাসি চাই,নিশ্চিত নেতিবাচক
অমিত সাহার এত পাওয়ার বুঝি ,কিছুটা নেতিবাচক
আহারেযদি শুনতে পারতাম গণপিটুনিতে অমিত সাহা নিহত হয়েছে  প্রাণ টা ভরে যেত রে ,নিশ্চিত নেতিবাচক
ইতিহাসে কোথাও আছে পুলিশ এ পর্যন্ত সব কথা সত্যি বলছে,কিছুটা নেতিবাচক
অমিত সাহা কি বিশেষ ক্ষমতার অধিকারী আমি ব্যক্তিগত ভাবে হতাশ আদৌ আবরার হত্যা কান্ডের সুষ্ঠু বিচার হবে তো,নিরপেক্ষ
এই অমিত সাহা ফাহাদকে মারার পর পরই উধাও এতেই তো বুঝা যায় ওরে বাঁচানোর চেষ্টা করছে এরা,নিশ্চিত নেতিবাচক
ভারতীয় অমিত সাহা বাংগালী বলে ভারতীয়দের কে বাংলাদেশে পাঠাইতে চায় আর বাংলাদেশী অমিত সাহা বাংলাদেশে বসবাস করে একজন দেশ প্রেমিক আবরারকে হত্যা করে এ দুঃখ রাখিব কোথায়,নিশ্চিত নেতিবাচক
ইসকন সদস্য অমিত সাহা জড়িত,নিরপেক্ষ
সবার সামনে এনে ক্রেন দিয়ে এক সাথে সব গুলোর ফাঁসি দিতে হবে,কিছুটা নেতিবাচক
অমিত সাহাকে কেন আসামি করা হলো না,নিশ্চিত নেতিবাচক
যদি ফাঁসির রায় হয় তখন বাংলাদেশের একজন শুয়োরের বাচ্চা আছে যে মওকুফ করে দিবেআমাদের মহামান্য রাষ্ট্রপতি,কিছুটা নেতিবাচক
শালা শুয়োরের আর কোনো কাজ নাই,নিশ্চিত নেতিবাচক
কয়েক দিন তার পর প্রতিটা ঘটনার মতো শহীদ আবরার রের ঘটনা টাও নিথর ইতিহাস হয়ে থাকবে যা ছিলো অতীতে,নিশ্চিত নেতিবাচক
সাম্প্রতিক বছরগুলোতে একের পর এক নৃশংস ঘটনার জন্ম দিয়েছে বিশ্বজিৎ থেকে আবরার পর্যন্ত তাদের নির্যাতনে মারা গেছে বেশ কয়েকজন কেউ হারিয়েছেন দৃষ্টি কারো ভেঙ্গে দেয়া হয়েছে শরীরের হাড় বিচার হয়নি অনেক ঘটনারই,নিরপেক্ষ
 সালের  ফেব্রুয়ারি দিবাগত রাতে ঢাকা বিশ্ববিদ্যালয়ের স্যার এ এফ রহমান হলে সিট দখলকে কেন্দ্র করে ছাত্রলীগের দুই গ্রুপের মধ্যে সংঘর্ষে নিহত হন মেধাবী ছাত্র আবু বকর ময়না তদন্তের রিপোর্ট অনুযায়ী শক্ত ভোঁতা অস্ত্রের আঘাতে আবু বকরের মাথা থেঁতলে দেয়া হয় এই হত্যার ঘটনায় শাহবাগ থানায় একটি মামলা হয়  সালে আদালতের রায়ে ছাত্রলীগের অভিযুক্ত  নেতাকর্মীর সবাই বেকসুর খালাস পায়,নিশ্চিত নেতিবাচক
বিশ্বজিৎ দাস ছিলেন পুরান ঢাকার একজন দর্জি  সালের  ডিসেম্বর জগন্নাথ বিশ্ববিদ্যালয় শাখা ছাত্রলীগের নৃশংস হামলায় তাঁর মৃত্যু হয় সেসময়  দলের অবরোধ চলছিল বিশ্বজিৎ শিবির কর্মী এমন ধারণা করে তাঁকে চাপাতি কিরিচ দিয়ে প্রকাশ্য দিবালোকে কোপায় ছাত্রলীগ কর্মীরা আলোচিত এই ঘটনায় নিম্ন আদালতে আট আসামির মৃত্যুদণ্ড হলেও চারজনের সাজা কমিয়ে যাবজ্জীবন দুইজনকে খালাস আর পলাতক দুইজনের রায় বহাল রাখে হাইকোর্ট,নিরপেক্ষ
খাদিজার মৃত্যুর কাছ থেকে ফেরা,নিশ্চিত ইতিবাচক
 সালের  অক্টোবরের ঘটনা এমসি কলেজ থেকে বিএ পরীক্ষা দিয়ে বের হবার পরই খাদিজা আক্তার নার্গিসকে চাপাতি দিয়ে নির্মমভাবে কুপিয়ে হত্যার চেষ্টা করে সিলেট শাহজালাল বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় শাবির ছাত্রলীগের সহসম্পাদক বদরুল আলম নার্গিসকে মৃত ভেবে পালিয়ে যাওয়ার সময় পথচারীরা বদরুলকে আটক কোরে পুলিশে দেয় আলোচিত এই ঘটনায় বদরুলের যাবজ্জীবন সাজার রায় দিয়েছে আদালত,নিশ্চিত নেতিবাচক
গত বছর শিক্ষার্থীদের নিরাপদ সড়ক আন্দোলনের সময় হেলমেট পরিহিত সশস্ত্র কিছু যুবক ধানমন্ডি জিগাতলা এবং সায়েন্স ল্যাবরেটরি এলাকায় পুলিশের উপস্থিতিতে শিক্ষার্থী এবং সাংবাদিকদের ওপর ধারালো অস্ত্র দিয়ে হামলা করে হামলাকারীরা ছাত্রলীগের কর্মী বলে বিভিন্ন গনমাধ্যমে পরিচয়সহ খবর বের হয় কিন্তু এই ঘটনায় কেউ গ্রেপ্তার হয়নি কারও বিচারও হয়নি,নিশ্চিত নেতিবাচক
হাতুড়ি মামুনদের বিচার হয়নি,নিশ্চিত নেতিবাচক
দেশব্যাপী কোটা আন্দোলনের সময় বিভিন্ন জায়গায় শিক্ষার্থীদের উপর ছাত্রলীগের হামলার অভিযোগ ওঠে তেমনই একটি ঘটনা ঘটে গত বছরের  জুলাই তরিকুল ইসলাম নামের এক শিক্ষার্থীকে রাজশাহী বিশ্ববিদ্যালয়ের প্রধান ফটকের সামনের রাস্তায় পেটায় ছাত্রলীগের কয়েকজন নেতাকর্মী তাকে হাতুড়ি পেটা করে দলটির সহসম্পাদক আব্দুল্লাহ আলমামুন আইনশৃঙ্খলা বাহিনী বা বিশ্ববিদ্যালয় কর্তৃপক্ষ তাদের বিরুদ্ধে কোনো ব্যবস্থা নেয়নি,নিরপেক্ষ
গত বছরের  ফেব্রুয়ারি ঢাকা বিশ্ববিদ্যালয়ের এস এম হলে এহসান নামের এক ছাত্রকে পিটিয়ে আহত করে ছাত্রলীগের নেতাকর্মীরা নিজের ক্যালকুলেটর ফেরত চাইলে এই হামলা চালায় তারা এসময় তাকে শিবির কর্মী বলেও অপবাদ দেয়া হয় হামলায় এহসানের চোখের কর্নিয়া গুরুতর জখম হয় ঘটনায় ছাত্রলীগের  নেতাকর্মী বিভিন্ন মেয়াদে বহিস্কার হলেও তারা হলে থাকতেন বলে খবর বের হয় অন্যদিকে নিরাপত্তাহীনতায় দেশ ছাড়ে এহসান,কিছুটা ইতিবাচক
সবশেষ  সেপ্টেম্বর দিবাগত রাতে ছাত্রলীগের নৃশংসতার শিকার হল বুয়েটের দ্বিতীয় বর্ষের শিক্ষার্থী আবরার ফাহাদ রাত টার দিকে শেরে বাংলা হলের সিঁড়ি থেকে তড়িৎ কৌশল বিভাগের দ্বিতীয় বর্ষের এই ছাত্রের লাশ উদ্ধার করে পুলিশ বিশ্ববিদ্যালয়ের ছাত্রলীগের নেতারা আগের দিন সন্ধ্যায় তাকে রুম থেকে ডেকে নিয়ে পিটিয়ে হত্যা করে আবরারের বাবা বরকতুল্লাহ  জনকে আসামি করে মামলা করেন তার মধ্যে গ্রেপ্তার হয়েছে  জন,নিশ্চিত নেতিবাচক
অমিত সাহালেখক ভট্টাচার্যের নলেজ শেয়ারিং এবং পরিকল্পনার ফসল আবরার হত্যা,নিশ্চিত নেতিবাচক
আল্লাহ তুমি এই সন্তাস লিগদের হাত তেকে আমাদের রক্ষ কর,কিছুটা ইতিবাচক
অমিত সাহাকে বাচানোর পায়তারা করছে,নিরপেক্ষ
অমিত সাহা হিন্দু হাসিনা ম্যাডামের আত্মিয় তাকে আসামি এইজন্য করে নাই,নিশ্চিত নেতিবাচক
হালা খানকিরপোলারে গুলি কইরা মারা উচিৎ,নিশ্চিত নেতিবাচক
অমিত সাহা শুয়োরের বাচ্চাটা কি র এর এজেন্ট এই রকমই হবে তা নাহলে এই শুয়োরের বাচ্চাটাকে কেন এজহার থেকে বাদ দেওয়া হল,কিছুটা নেতিবাচক
এই ঘটনাৱ এক নামবাৱ খল নায়ক অমিত সাহাসে আবৱাৱ ফেইসবুকে ভাৱত নিয়ে কিছু কথা বলাৱ কাৱনে তাকে এই কুকুৱেৱ বাচচা অমিত শাহ হিন্দু মালায়ন বাচচা খুন কৱে তাৱ ইশাৱায়সে শিবিৱ বলে তাকে ফাসিয়ে দিয়েছেআৱ নিজেকে আড়াল কৱে পালিয়ে গেছেসে সবাই কে পুজায় নিয়ে মদ পান কৱিয়ে সকল কে নেশা বানিয়ে পাঠিয়ে দেয় হল ৱুমেকি সুন্দৱ মাসটাৱ পৱিকলপোনা কৱলো অমিত ডানডিৱ বাচচখোদাৱ কছম কৱে বলছি তৱে আমি যেখানে হাতে ধৱতে পাৱবোতকে জবাই কৱে টুকৱা কৱে কুকুৱেৱ বাচচাৱে মাংস খাওয়াই দিমু,নিরপেক্ষ
রাজনীতি থেকে ছাত্র ছাত্রীদের দূরে রাখা উচিত,নিরপেক্ষ
আমিত সাহা কুত্তার বাচ্চাকে গ্রেফতার করা হইনি কেনোঅবিলম্বে আমিত সাহা নামের ওই জংগী কুত্তার বাচ্চা কে গ্রেফতার করা হোক,নিশ্চিত নেতিবাচক
অমিত সাহা মোদির এজেন্ট জীবনেও গ্রেপ্তার হউব না,নিশ্চিত নেতিবাচক
ঐ হিন্দুর বাচ্চা কোথায় তাকে খুঁজে বের করে সব সন্ত্রাসী জাউরা লীগকে ফাঁসি দেওয়া হোক,কিছুটা নেতিবাচক
প্রধানমন্ত্রীর প্রতি আকূল আবেদন,নিরপেক্ষ
যদি দেশ সঠিকভাবে চালাতে না পারেন তাহলে প্লিজ ক্ষমতার লোভ ছেড়ে ব্রিটিশ প্রধানমন্ত্রীর মতো পদত্যাগ করুন এতে বাংলার লোকের মিনিমাম আপনি মরলে জানাযায় শরীক হবে নয়তো এদেশের মাটিতে আপনার কবর ও না হতে পারে,নিশ্চিত নেতিবাচক
ইসকন এর কথা গুরুত্ব ই সত্যি,নিরপেক্ষ
অমিত সাহাকে গ্রেফতার করবে না তো,নিশ্চিত নেতিবাচক
ওর মোদি বাপ আছে না ওর সাথে,নিশ্চিত নেতিবাচক
তার চেয়ে ভালো হবে এই খুনি মালোয়ানের বাচ্চাকে জনগন গনধোলাই দিয়ে পিটিয়ে মেরে ফেলুক,নিশ্চিত নেতিবাচক
মানুষ কোনো অপরাধ না করেই শাস্তি পায় আর এরা কেন শাস্তি পাবে না,নিরপেক্ষ
সরকার শাস্তি দিবে না এই মালোয়ানের বাচ্চা কে,নিশ্চিত নেতিবাচক
দোয়া করি এই মালোয়ানের বাচ্চার খুব কঠিন মৃতু্্য হোক আমিন,কিছুটা নেতিবাচক
অন্যায়কারীরা তিলে তিলে মরুক,কিছুটা ইতিবাচক
সাংবাদিক ভাইয়েরা আমরা ফেইজবুকে স্টেটাস আর কমেন লাইক সিয়ার দিবনা কারন এইগোলা দিলেই আবরার এর মতো আমাদের এমন অবস্তা হবে মাইরা ফালাইবো মরতে চাই না বাচতে চাই আবরার কে জেনো আল্লাহ বেহেশত নচিব করেন ওই কুলাংগার গোলার ফাসি চাই প্রদান মন্তির কাচে আমাদের আকোল আবেন রইল,কিছুটা নেতিবাচক
সারাদেশে ছাত্র রাজনীতি বন্ধ করা হোক,নিরপেক্ষ
কারণ অমিত সাহা বা প্রিয়া সাহাদের কোন অপরাধ নাই এদেশে হায়রে স্বাধীন দেশ এতো বছর পরেও গোলামী করছে অন্যদেশের,নিশ্চিত নেতিবাচক
দেশটা আসলেই আস্তে আস্তে হিন্দুদের আন্ডারে চলে যাচ্ছেবর্তমান সরকার এর জন্য দায়ী,নিশ্চিত নেতিবাচক
বেশি কিছু বলবো না যত রকমই প্রতিবাদ করবে মানববন্ধন করবে বিক্ষোভ কর্মসূচি করবে কোনো ফলাফল পাওয়া যাবে না বর্তমান সরকারের কাছ থেকে কারণ আমরা এর আগেও দেখেছি নুসরাত তনু ফেলানী বিশ্বজিৎ আবরার কেউ কি বিচার পেয়েছে আবরার কি বিচার পাবে কোনদিনই বাংলার মাটিতে আবরারের মত নুসরাতের মতো নিরীহ লোকেরা বিচার পাবে না বাংলাদেশের বিচার ব্যবস্থা হচ্ছে প্রধানমন্ত্রীর ছেলের জন্য আত্মীয়র জন্য একরকম রিক্সাওয়ালা শ্রমিকদের জন্য আরেকরকম এবং বর্তমান এই সরকারের আমলে প্রতিবাদ করলে কি হতে পারে তার অভিজ্ঞতাও কিন্তু ছাত্র দের আছে সেটা যমুনা টেলিভিশন তুলে ধরেছে,কিছুটা ইতিবাচক
দেশকে আবার সাদিন করতে হবে,কিছুটা ইতিবাচক
কয়দিন পর সবাই এই গটনাটা ভুলে জাবেন রিফাত হথ্যার মতো,নিশ্চিত নেতিবাচক
দেশদ্রোহী প্রীয়া সাহার ভাই অমিত সাহাঅমিত সাহা উগ্র হিন্দুত্ববাদী সংগঠন ইসকনের সদস্য তাই সরকার এবং প্রশাসন তাকে বাচানোর চেষ্টা করছে বলে মনে করি,নিশ্চিত নেতিবাচক
তাহলে মালাউনরা এদেশে অনেক শক্তিশালী,নিশ্চিত নেতিবাচক
এতক্ষনে অমিত সাহা ইন্ডিয়া চলে গেছে,কিছুটা নেতিবাচক
ভারত সরকারের নির্দেশে অমিত সাহাকে তালিকা থেকে বাদ দেয়া হয়েছে কে কে একমত,নিশ্চিত নেতিবাচক
ইসকনের নামক সংঘটনের ও কি ওই ছেলেটা যার জন্য পার পেয়ে গেল,নিশ্চিত নেতিবাচক
দেশের সব ইসকনের মন্দির আর প্রতিষ্ঠান ভেংগে ফেলা উচিৎ শুয়োরের বাচ্চারা আস্তে আস্তে আমাদের ঘাড়ে চেপে বসতেছেবসতেছে কি এইসব ঘটনার মধ্য দিয়ে অলরেডি বসে গেছেশালার হিন্দুর বাচ্চাগুলাকে অলটাইম মাইরের উপর রাখা উচিৎ দুধ কলা দিয়ে দিয়ে সাপ পুষার মতো আমরা এইগুলাকে পুষতেছিআর এখন সময় মতো ছোবল দিচ্ছেঅমিত কুত্তার বাচ্চা তুই কোথায়,নিশ্চিত নেতিবাচক
খানকির বাচ্চা দেশ টা তোর বাবার জাতি তুলে গালি দেস শুয়োরের বাচ্চা,নিশ্চিত নেতিবাচক
বাংলাদেশ এ মুসলমানরা মুসলমানদের হত্যা করে হিন্দু ধর্মের মানুষদের উপর দোষ চাপিয়ে দেয়,নিশ্চিত নেতিবাচক
অবিলম্বে অমিত সাহা কে হত্যা করা হোক এটা মুসলমানদের প্রাণের দাবী,কিছুটা নেতিবাচক
আমাদের সবচেয়ে জরুরি হয়ে গেছে এখন দেশ বাঁচাও অবৈধ সরকারের হাত থেকেঅবৈধ সরকার যতদিন থাকবে ততদিন এ রকম দেখতে হবে,নিশ্চিত নেতিবাচক
অবিলম্বে অমিত সাহা কে হত্যা করা মুসলমানদের ওপর ফরজ,কিছুটা নেতিবাচক
তাহলে এরকম হলে বলতে হবে অপরাধীদের মধ্যে শতকরা  ভাগ মুসলিম এবার কিছু বলবে সবকিছু ধর্ম নিয়ে আসা ঠিক নয় আসামী মানে আসামী সে ধর্মেরই হোক,নিশ্চিত নেতিবাচক
অমিত শাহ ও লেখক ভট্রাচায্ আসল খুনি তাদের ফাশি চাই তারা ভারত ও ইসকনের এজেন্ট তারা বাংলাদেশ কে হিন্দু রাস্ট বানাতে চায়,নিশ্চিত নেতিবাচক
অমিত কুলাঙ্গারের নাম আর আসবেও না,নিশ্চিত নেতিবাচক
অমিত সাহা কে কেন বাদ দিয়েছে  সবাই জানে সে দোষি আর পুলিশ জানল না সবাই কি নিজ গদি বাচাতে চাই,নিশ্চিত নেতিবাচক
সারা দেষের মানুষ নামলেও আসোল খুনির বিচ্চা হবে না না না না এই দেশে সটিখ বিচার হয়না হয় ঘড়িবে বিচার,নিশ্চিত নেতিবাচক
ছেলেটা এই দেশে বিচার না পেলেও,কিছুটা ইতিবাচক
জান্নাত পেয়ে যাবে নিশ্চিত,নিরপেক্ষ
দেশের দুর্দশা বলার চেয়ে চুপ থাকা ভালো কেননা কিছু বললে হয়তো কোনো এক নামধারী দলের পালিত কেডাররা জনসম্মুখে চাপাতি দিয়ে কোপাবে,নিশ্চিত নেতিবাচক
আজ হয়তো প্রতিবাদ আর আন্দোলন করে দেশপ্রেম দেখাতে পারছি না তবে মনে আর বিবেকে ঠিকই দেশপ্রেম আছে,কিছুটা ইতিবাচক
আজ জাতি জানে হয়তো আরো একটি বিচার পাবে না তারাতাও আন্দোলন আর প্রতিবাদ করছেএটা তাদের বিবেক,নিশ্চিত নেতিবাচক
